,Date,High,Low,Open,Close,Volume,Adj Close,Returns
0,2020-01-02,160.72999572753906,158.3300018310547,158.77999877929688,160.6199951171875,22622100.0,158.2057647705078,
1,2020-01-03,159.9499969482422,158.05999755859375,158.32000732421875,158.6199951171875,21116200.0,156.23582458496094,-0.012451759823066233
2,2020-01-06,159.10000610351562,156.50999450683594,157.0800018310547,159.02999877929688,20813700.0,156.6396942138672,0.0025850001430793856
3,2020-01-07,159.6699981689453,157.32000732421875,159.32000732421875,157.5800018310547,21634100.0,155.21145629882812,-0.00911798201731051
4,2020-01-08,160.8000030517578,157.9499969482422,158.92999267578125,160.08999633789062,27746500.0,157.68373107910156,0.015928429764318297
5,2020-01-09,162.22000122070312,161.02999877929688,161.83999633789062,162.08999633789062,21385000.0,159.6536407470703,0.012492789550879957
6,2020-01-10,163.22000122070312,161.17999267578125,162.82000732421875,161.33999633789062,20725900.0,158.91493225097656,-0.004626944256561294
7,2020-01-13,163.30999755859375,161.25999450683594,161.75999450683594,163.27999877929688,21626500.0,160.82577514648438,0.012024313061342662
8,2020-01-14,163.60000610351562,161.72000122070312,163.38999938964844,162.1300048828125,23477400.0,159.69305419921875,-0.007043155527986178
9,2020-01-15,163.94000244140625,162.57000732421875,162.6199951171875,163.17999267578125,21417900.0,160.72726440429688,0.006476237869356138
10,2020-01-16,166.24000549316406,164.02999877929688,164.35000610351562,166.1699981689453,23865400.0,163.67234802246094,0.01832348499851233
11,2020-01-17,167.47000122070312,165.42999267578125,167.4199981689453,167.10000610351562,34371700.0,164.58837890625,0.00559673576420705
12,2020-01-21,168.19000244140625,166.42999267578125,166.67999267578125,166.5,29517200.0,163.99737548828125,-0.0035907967615708136
13,2020-01-22,167.49000549316406,165.67999267578125,167.39999389648438,165.6999969482422,24138800.0,163.20941162109375,-0.0048047346174988625
14,2020-01-23,166.8000030517578,165.27000427246094,166.19000244140625,166.72000122070312,19680800.0,164.21408081054688,0.00615570621494288
15,2020-01-24,167.52999877929688,164.4499969482422,167.50999450683594,165.0399932861328,24918100.0,162.559326171875,-0.010076813331135415
16,2020-01-27,163.3800048828125,160.1999969482422,161.14999389648438,162.27999877929688,32078100.0,159.84080505371094,-0.016723255331962616
17,2020-01-28,165.75999450683594,163.07000732421875,163.77999877929688,165.4600067138672,24899900.0,162.97303771972656,0.01959595151540383
18,2020-01-29,168.75,165.69000244140625,167.83999633789062,168.0399932861328,34754500.0,165.51422119140625,0.015592661873615521
19,2020-01-30,174.0500030517578,170.7899932861328,174.0500030517578,172.77999877929688,51597500.0,170.18299865722656,0.028207711894563836
20,2020-01-31,172.39999389648438,169.5800018310547,172.2100067138672,170.22999572753906,36142700.0,167.6713104248047,-0.014758749418211758
