Date,Adj Close
2019-01-02,98.14884948730469
2019-01-03,94.53816223144531
2019-01-04,98.93505859375
2019-01-05,98.93505859375
2019-01-06,98.93505859375
2019-01-07,99.06122589111328
2019-01-08,99.77951049804688
2019-01-09,101.206298828125
2019-01-10,100.55599975585938
2019-01-11,99.77951049804688
2019-01-12,99.77951049804688
2019-01-13,99.77951049804688
2019-01-14,99.05152893066406
2019-01-15,101.924560546875
2019-01-16,102.28368377685547
2019-01-17,103.001953125
2019-01-18,104.54522705078125
2019-01-19,104.54522705078125
2019-01-20,104.54522705078125
2019-01-21,104.54522705078125
2019-01-22,102.57487487792969
2019-01-23,103.5746078491211
2019-01-24,103.07958984375
2019-01-25,104.0210952758789
2019-01-26,104.0210952758789
2019-01-27,104.0210952758789
2019-01-28,101.99250793457031
2019-01-29,99.9153823852539
2019-01-30,103.25431823730469
2019-01-31,101.3615951538086
2019-02-01,99.76009368896484
2019-02-02,99.76009368896484
2019-02-03,99.76009368896484
2019-02-04,102.63311004638672
2019-02-05,104.06961822509766
2019-02-06,102.91459655761719
2019-02-07,102.17691802978516
2019-02-08,102.56517028808594
2019-02-09,102.56517028808594
2019-02-10,102.56517028808594
2019-02-11,102.15750122070312
2019-02-12,103.74932098388672
2019-02-13,103.67166137695312
2019-02-14,103.75901794433594
2019-02-15,105.04025268554688
2019-02-16,105.04025268554688
2019-02-17,105.04025268554688
2019-02-18,105.04025268554688
2019-02-19,104.99170684814453
2019-02-20,104.44584655761719
2019-02-21,106.64881896972656
2019-02-22,108.16942596435547
2019-02-23,108.16942596435547
2019-02-24,108.16942596435547
2019-02-25,108.7737808227539
2019-02-26,109.52436828613281
2019-02-27,109.33915710449219
2019-02-28,109.20268249511719
2019-03-01,109.69007873535156
2019-03-02,109.69007873535156
2019-03-03,109.69007873535156
2019-03-04,109.42687225341797
2019-03-05,108.88099670410156
2019-03-06,108.92974853515625
2019-03-07,107.60406494140625
2019-03-08,107.7210464477539
2019-03-09,107.7210464477539
2019-03-10,107.7210464477539
2019-03-11,109.98249816894531
2019-03-12,110.75255584716797
2019-03-13,111.6103515625
2019-03-14,111.69806671142578
2019-03-15,112.9847640991211
2019-03-16,112.9847640991211
2019-03-17,112.9847640991211
2019-03-18,114.60286712646484
2019-03-19,114.68085479736328
2019-03-20,114.55413055419922
2019-03-21,117.1860122680664
2019-03-22,114.09599304199219
2019-03-23,114.09599304199219
2019-03-24,114.09599304199219
2019-03-25,114.69061279296875
2019-03-26,114.93429565429688
2019-03-27,113.82305145263672
2019-03-28,113.9790267944336
2019-03-29,114.96354675292969
2019-03-30,114.96354675292969
2019-03-31,114.96354675292969
2019-04-01,116.01628112792969
2019-04-02,116.1819839477539
2019-04-03,116.94230651855469
2019-04-04,116.34770202636719
2019-04-05,116.86432647705078
2019-04-06,116.86432647705078
2019-04-07,116.86432647705078
2019-04-08,116.90331268310547
2019-04-09,116.26969909667969
2019-04-10,117.15675354003906
2019-04-11,117.293212890625
2019-04-12,117.8975601196289
2019-04-13,117.8975601196289
2019-04-14,117.8975601196289
2019-04-15,117.99504852294922
2019-04-16,117.72211456298828
2019-04-17,118.69688415527344
2019-04-18,120.25650787353516
2019-04-19,120.25650787353516
2019-04-20,120.25650787353516
2019-04-21,120.25650787353516
2019-04-22,120.63665771484375
2019-04-23,122.27426147460938
2019-04-24,121.85511779785156
2019-04-25,125.890625
2019-04-26,126.6119384765625
2019-04-27,126.6119384765625
2019-04-28,126.6119384765625
2019-04-29,126.49497985839844
2019-04-30,127.30404663085938
2019-05-01,124.65267944335938
2019-05-02,123.02481842041016
2019-05-03,125.64693450927734
2019-05-04,125.64693450927734
2019-05-05,125.64693450927734
2019-05-06,124.91585540771484
2019-05-07,122.35221862792969
2019-05-08,122.34249114990234
2019-05-09,122.3327407836914
2019-05-10,123.9216079711914
2019-05-11,123.9216079711914
2019-05-12,123.9216079711914
2019-05-13,120.23699951171875
2019-05-14,121.58218383789062
2019-05-15,123.29431915283203
2019-05-16,126.1413803100586
2019-05-17,125.29999542236328
2019-05-18,125.29999542236328
2019-05-19,125.29999542236328
2019-05-20,123.49000549316406
2019-05-21,124.15530395507812
2019-05-22,124.90863800048828
2019-05-23,123.45086669921875
2019-05-24,123.50956726074219
2019-05-25,123.50956726074219
2019-05-26,123.50956726074219
2019-05-27,123.50956726074219
2019-05-28,123.43130493164062
2019-05-29,122.23768615722656
2019-05-30,123.0105972290039
2019-05-31,121.00494384765625
2019-06-01,121.00494384765625
2019-06-02,121.00494384765625
2019-06-03,117.24799346923828
2019-06-04,120.49618530273438
2019-06-05,123.10843658447266
2019-06-06,125.05538940429688
2019-06-07,128.55795288085938
2019-06-08,128.55795288085938
2019-06-09,128.55795288085938
2019-06-10,129.73202514648438
2019-06-11,129.24281311035156
